1	104
2	73
3	58
4	48
5	53
6	36
7	31
8	24
9	35
10	19
11	12
12	20
13	15
14	13
15	16
16	18
17	16
18	17
19	10
20	14
21	18
22	19
23	21
24	13
25	12
26	16
27	7
28	9
29	10
30	9
31	13
32	13
33	9
34	9
35	12
36	7
37	5
38	14
39	10
40	10
