1	119
2	77
3	66
4	59
5	49
6	39
7	31
8	24
9	28
10	25
11	27
12	18
13	19
14	12
15	13
16	13
17	14
18	17
19	20
20	11
21	11
22	9
23	12
24	9
25	9
26	14
27	2
28	8
29	10
30	13
31	10
32	6
33	12
34	9
35	6
36	9
37	4
38	8
39	12
40	9
