1	105
2	95
3	71
4	41
5	40
6	38
7	28
8	34
9	32
10	21
11	20
12	11
13	14
14	15
15	12
16	13
17	13
18	11
19	16
20	17
21	17
22	9
23	14
24	9
25	7
26	17
27	9
28	8
29	13
30	11
31	5
32	9
33	8
34	8
35	15
36	3
37	13
38	3
39	3
40	2
