1	3
2	5
3	7
4	2
5	5
6	4
7	8
8	4
9	4
10	5
11	3
12	2
13	4
14	9
15	6
16	4
17	2
18	8
19	2
20	7
21	9
22	5
23	4
24	6
25	2
26	6
27	7
28	8
29	4
30	4
31	4
32	4
33	3
34	5
35	1
36	4
37	6
38	5
39	9
40	3
41	3
42	5
43	2
44	6
45	8
46	5
47	8
48	7
49	4
50	5
51	1
52	2
53	6
54	4
55	6
56	3
57	8
58	4
59	3
60	7
