1	121
2	102
3	81
4	52
5	45
6	41
7	31
8	23
9	24
10	13
11	23
12	17
13	21
14	18
15	19
16	19
17	12
18	14
19	17
20	14
21	11
22	17
23	12
24	12
25	9
26	17
27	16
28	8
29	20
30	12
31	4
32	8
33	8
34	5
35	10
36	11
37	11
38	8
39	9
40	15
